FID,CID,Type,POINT_X,POINT_Y
2845, 0, 0, -13181673.8599, 4019883.84808
2846, 0, 0, -13182066.6704, 4021347.15001
2847, 0, 0, -13181461.844, 4020291.00103
2848, 0, 0, -13181959.4095, 4019734.27457
2849, 0, 0, -13181490.2254, 4021929.31875
2850, 0, 0, -13182315.7988, 4020708.04509
2851, 0, 0, -13181643.4932, 4019627.39992
2852, 0, 0, -13182269.2718, 4019783.41161
2853, 0, 0, -13183438.8642, 4020622.44968
2854, 0, 0, -13183577.9665, 4020357.05006
2855, 0, 0, -13181582.9328, 4021390.28657
2856, 0, 0, -13181489.1306, 4020551.20368
2857, 0, 0, -13183624.2717, 4020697.02295
2858, 0, 0, -13183075.3213, 4022007.27575
2859, 0, 0, -13182667.8055, 4022047.2397
2860, 0, 0, -13181502.0173, 4020221.76386
2861, 0, 0, -13182044.0647, 4020687.85224
2862, 0, 0, -13181374.3254, 4019873.22562
2863, 0, 0, -13183055.855, 4019824.62659
2864, 0, 0, -13183639.0251, 4020822.73663
2865, 0, 0, -13183256.259, 4021916.61806
2866, 0, 0, -13182053.313, 4022138.38602
2867, 0, 0, -13182263.0291, 4021917.68412
2868, 0, 0, -13182303.0175, 4021701.89255
2869, 0, 0, -13182244.4036, 4019718.13655
2870, 0, 0, -13182213.9123, 4020770.87333
2871, 0, 0, -13182266.8858, 4021603.5946
2872, 0, 0, -13183110.716, 4021157.21574
2873, 0, 0, -13182227.3978, 4019799.65782
2874, 0, 0, -13182783.0985, 4020654.32795
2875, 0, 0, -13181613.9022, 4020406.55522
2876, 0, 0, -13182657.6479, 4020996.43648
2877, 0, 0, -13183196.4726, 4021553.77128
2878, 0, 0, -13182216.5616, 4019781.00963
2879, 0, 0, -13183412.5226, 4020796.5153
2880, 0, 0, -13183310.4497, 4021799.84627
2881, 0, 0, -13182232.6122, 4021964.63175
2882, 0, 0, -13183180.7241, 4020389.0879
2883, 0, 0, -13183556.9526, 4020583.58846
2884, 0, 0, -13182506.4662, 4021357.92643
2885, 0, 0, -13183615.5185, 4021734.40697
2886, 0, 0, -13183322.5033, 4019652.90586
2887, 0, 0, -13182753.5643, 4019906.26343
2888, 0, 0, -13181512.1687, 4020686.32483
2889, 0, 0, -13181685.3356, 4019726.42859
2890, 0, 0, -13182305.1262, 4020729.65301
2891, 0, 0, -13183373.7983, 4020766.46282
2892, 0, 0, -13181573.9161, 4019813.40466
2893, 0, 0, -13182428.8822, 4021861.78467
2894, 0, 0, -13181387.9367, 4021254.2812
2895, 0, 0, -13181319.1154, 4020685.36438
2896, 0, 0, -13182278.4142, 4020209.22139
2897, 0, 0, -13181842.7558, 4019913.99709
2898, 0, 0, -13182487.121, 4021564.84037
2899, 0, 0, -13182633.9658, 4022161.69793
